Gene	sgRNA	eff
LacZ	LacZ_60	1
LacZ	LacZ_73	1
LacZ	LacZ_239	1
LacZ	LacZ_36	1
LacZ	LacZ_32	1
LacZ	LacZ_151	1
LacZ	LacZ_273	1
LacZ	LacZ_196	1
LacZ	LacZ_37	1
LacZ	LacZ_106	1
LacZ	LacZ_142	1
LacZ	LacZ_38	1
LacZ	LacZ_164	1
LacZ	LacZ_220	1
LacZ	LacZ_168	1
LacZ	LacZ_241	1
LacZ	LacZ_128	1
LacZ	LacZ_67	1
LacZ	LacZ_229	1
LacZ	LacZ_134	1
LacZ	LacZ_177	1
LacZ	LacZ_100	1
LacZ	LacZ_102	1
LacZ	LacZ_276	1
LacZ	LacZ_31	1
LacZ	LacZ_186	1
LacZ	LacZ_215	1
LacZ	LacZ_52	1
LacZ	LacZ_70	1
LacZ	LacZ_66	1
LacZ	LacZ_2	1
LacZ	LacZ_47	1
LacZ	LacZ_267	1
LacZ	LacZ_211	1
LacZ	LacZ_191	1
LacZ	LacZ_33	1
LacZ	LacZ_235	1
LacZ	LacZ_75	1
LacZ	LacZ_227	1
LacZ	LacZ_150	1
LacZ	LacZ_124	1
LacZ	LacZ_86	1
LacZ	LacZ_202	1
LacZ	LacZ_19	1
LacZ	LacZ_182	1
LacZ	LacZ_6	1
LacZ	LacZ_46	1
LacZ	LacZ_4	1
LacZ	LacZ_85	1
LacZ	LacZ_82	1
LacZ	LacZ_222	1
LacZ	LacZ_74	1
LacZ	LacZ_228	1
LacZ	LacZ_238	1
LacZ	LacZ_45	1
LacZ	LacZ_79	1
LacZ	LacZ_193	1
LacZ	LacZ_84	1
LacZ	LacZ_89	1
LacZ	LacZ_104	1
LacZ	LacZ_26	1
LacZ	LacZ_83	1
LacZ	LacZ_146	1
LacZ	LacZ_149	1
LacZ	LacZ_223	1
LacZ	LacZ_232	1
LacZ	LacZ_118	1
LacZ	LacZ_117	1
LacZ	LacZ_214	1
LacZ	LacZ_208	1
LacZ	LacZ_162	1
LacZ	LacZ_221	1
LacZ	LacZ_95	1
LacZ	LacZ_260	1
LacZ	LacZ_55	1
LacZ	LacZ_259	1
LacZ	LacZ_198	1
LacZ	LacZ_3	1
LacZ	LacZ_179	1
LacZ	LacZ_274	1
LacZ	LacZ_64	1
LacZ	LacZ_44	1
LacZ	LacZ_256	1
LacZ	LacZ_120	1
LacZ	LacZ_130	1
LacZ	LacZ_7	1
LacZ	LacZ_68	1
LacZ	LacZ_116	1
LacZ	LacZ_107	1
LacZ	LacZ_144	1
LacZ	LacZ_131	1
LacZ	LacZ_93	1
LacZ	LacZ_242	1
LacZ	LacZ_204	1
LacZ	LacZ_247	1
LacZ	LacZ_158	1
LacZ	LacZ_76	1
LacZ	LacZ_157	1
LacZ	LacZ_56	1
LacZ	LacZ_5	1
LacZ	LacZ_206	1
LacZ	LacZ_180	1
LacZ	LacZ_63	1
LacZ	LacZ_58	1
LacZ	LacZ_203	1
LacZ	LacZ_54	1
LacZ	LacZ_132	1
LacZ	LacZ_145	1
Rnmt	Rnmt_4	1
Rnmt	Rnmt_1	1
Rnmt	Rnmt_2	1
Rnmt	Rnmt_3	1
Rnmt	Rnmt_5	1
Mlst8	Mlst8_4	1
Mlst8	Mlst8_2	1
Mlst8	Mlst8_3	1
Mlst8	Mlst8_1	1
Mlst8	Mlst8_5	1
Pds5b	Pds5b_2	1
Pds5b	Pds5b_5	1
Pds5b	Pds5b_3	1
Pds5b	Pds5b_1	1
Pds5b	Pds5b_4	1
Prl7c1	Prl7c1_3	1
Prl7c1	Prl7c1_4	1
Prl7c1	Prl7c1_2	1
Prl7c1	Prl7c1_5	1
Prl7c1	Prl7c1_1	1
Utp23	Utp23_4	1
Utp23	Utp23_2	1
Utp23	Utp23_5	1
Utp23	Utp23_3	1
Utp23	Utp23_1	1
Vhl	Vhl_1	1
Vhl	Vhl_5	1
Vhl	Vhl_3	1
Vhl	Vhl_4	1
Vhl	Vhl_2	1
Bphl	Bphl_2	1
Bphl	Bphl_3	1
Bphl	Bphl_5	1
Bphl	Bphl_4	1
Bphl	Bphl_1	1
Exog	Exog_1	1
Exog	Exog_3	1
Exog	Exog_5	1
Exog	Exog_2	1
Exog	Exog_4	1
Ktn1	Ktn1_3	1
Ktn1	Ktn1_5	1
Ktn1	Ktn1_1	1
Ktn1	Ktn1_2	1
Ktn1	Ktn1_4	1
Dennd6a	Dennd6a_4	1
Dennd6a	Dennd6a_2	1
Dennd6a	Dennd6a_3	1
Dennd6a	Dennd6a_5	1
Dennd6a	Dennd6a_1	1
Zfp346	Zfp346_5	1
Zfp346	Zfp346_4	1
Zfp346	Zfp346_1	1
Zfp346	Zfp346_3	1
Zfp346	Zfp346_2	1
Rel	Rel_1	1
Rel	Rel_4	1
Rel	Rel_2	1
Rel	Rel_3	1
Rel	Rel_5	1
Tox	Tox_5	1
Tox	Tox_4	1
Tox	Tox_2	1
Tox	Tox_1	1
Tox	Tox_3	1
Pax9	Pax9_3	1
Pax9	Pax9_1	1
Pax9	Pax9_2	1
Pax9	Pax9_5	1
Pax9	Pax9_4	1
Zdhhc1	Zdhhc1_2	1
Zdhhc1	Zdhhc1_4	1
Zdhhc1	Zdhhc1_5	1
Zdhhc1	Zdhhc1_1	1
Zdhhc1	Zdhhc1_3	1
Ptk2	Ptk2_3	1
Ptk2	Ptk2_2	1
Ptk2	Ptk2_4	1
Ptk2	Ptk2_1	1
Ptk2	Ptk2_5	1
AY358078	AY358078_1	1
AY358078	AY358078_4	1
AY358078	AY358078_5	1
AY358078	AY358078_3	1
AY358078	AY358078_2	1
Gm4969	Gm4969_4	1
Gm4969	Gm4969_3	1
Gm4969	Gm4969_2	1
Gm4969	Gm4969_5	1
Gm4969	Gm4969_1	1
Lrrc41	Lrrc41_3	1
Lrrc41	Lrrc41_2	1
Lrrc41	Lrrc41_5	1
Lrrc41	Lrrc41_1	1
Lrrc41	Lrrc41_4	1
Usp42	Usp42_1	1
Usp42	Usp42_4	1
Usp42	Usp42_3	1
Usp42	Usp42_5	1
Usp42	Usp42_2	1
Smpd1	Smpd1_5	1
Smpd1	Smpd1_4	1
Smpd1	Smpd1_1	1
Smpd1	Smpd1_3	1
Smpd1	Smpd1_2	1
Cdk17	Cdk17_4	1
Cdk17	Cdk17_2	1
Cdk17	Cdk17_3	1
Cdk17	Cdk17_5	1
Cdk17	Cdk17_1	1
Il10	Il10_5	1
Il10	Il10_3	1
Il10	Il10_4	1
Il10	Il10_2	1
Il10	Il10_1	1
Rhcg	Rhcg_1	1
Rhcg	Rhcg_4	1
Rhcg	Rhcg_3	1
Rhcg	Rhcg_2	1
Rhcg	Rhcg_5	1
Nrep	Nrep_5	1
Nrep	Nrep_3	1
Nrep	Nrep_4	1
Nrep	Nrep_1	1
Nrep	Nrep_2	1
Atf4	Atf4_2	1
Atf4	Atf4_3	1
Atf4	Atf4_5	1
Atf4	Atf4_1	1
Atf4	Atf4_4	1
Birc7	Birc7_4	1
Birc7	Birc7_5	1
Birc7	Birc7_2	1
Birc7	Birc7_1	1
Birc7	Birc7_3	1
1700008P02Rik	1700008P02Rik_5	1
1700008P02Rik	1700008P02Rik_3	1
1700008P02Rik	1700008P02Rik_4	1
1700008P02Rik	1700008P02Rik_2	1
1700008P02Rik	1700008P02Rik_1	1
Slc43a2	Slc43a2_5	1
Slc43a2	Slc43a2_3	1
Slc43a2	Slc43a2_2	1
Slc43a2	Slc43a2_1	1
Slc43a2	Slc43a2_4	1
Ifnl2	Ifnl2_3	1
Ifnl2	Ifnl2_2	1
Ifnl2	Ifnl2_1	1
Ifnl2	Ifnl2_4	1
Gm5724	Gm5724_1	1
Gm5724	Gm5724_4	1
Gm5724	Gm5724_2	1
Gm5724	Gm5724_3	1
Gm5724	Gm5724_5	1
Upf1	Upf1_1	1
Upf1	Upf1_5	1
Upf1	Upf1_4	1
Upf1	Upf1_3	1
Upf1	Upf1_2	1
2310079G19Rik	2310079G19Rik_4	1
2310079G19Rik	2310079G19Rik_2	1
2310079G19Rik	2310079G19Rik_3	1
2310079G19Rik	2310079G19Rik_5	1
2310079G19Rik	2310079G19Rik_1	1
Thoc6	Thoc6_2	1
Thoc6	Thoc6_5	1
Thoc6	Thoc6_1	1
Thoc6	Thoc6_3	1
Thoc6	Thoc6_4	1
Tmem120a	Tmem120a_5	1
Tmem120a	Tmem120a_3	1
Tmem120a	Tmem120a_1	1
Tmem120a	Tmem120a_2	1
Tmem120a	Tmem120a_4	1
Skint3	Skint3_1	1
Skint3	Skint3_3	1
Skint3	Skint3_4	1
Skint3	Skint3_2	1
Skint3	Skint3_5	1
Prr5	Prr5_4	1
Prr5	Prr5_5	1
Prr5	Prr5_1	1
Prr5	Prr5_3	1
Prr5	Prr5_2	1
Asmt	Asmt_4	1
Asmt	Asmt_1	1
Asmt	Asmt_2	1
Asmt	Asmt_3	1
Olfr553	Olfr553_4	1
Olfr553	Olfr553_2	1
Olfr553	Olfr553_3	1
Olfr553	Olfr553_1	1
Olfr553	Olfr553_5	1
Atxn7l3b	Atxn7l3b_5	1
Atxn7l3b	Atxn7l3b_4	1
Atxn7l3b	Atxn7l3b_3	1
Atxn7l3b	Atxn7l3b_2	1
Atxn7l3b	Atxn7l3b_1	1
Akap4	Akap4_5	1
Akap4	Akap4_2	1
Akap4	Akap4_4	1
Akap4	Akap4_1	1
Akap4	Akap4_3	1
Fbln2	Fbln2_1	1
Fbln2	Fbln2_2	1
Fbln2	Fbln2_4	1
Fbln2	Fbln2_3	1
Fbln2	Fbln2_5	1
Sult2a6	Sult2a6_2	1
Sult2a6	Sult2a6_3	1
Sult2a6	Sult2a6_4	1
Sult2a6	Sult2a6_1	1
Txndc17	Txndc17_4	1
Txndc17	Txndc17_1	1
Txndc17	Txndc17_5	1
Txndc17	Txndc17_3	1
Txndc17	Txndc17_2	1
Cdc42se1	Cdc42se1_1	1
Cdc42se1	Cdc42se1_4	1
Cdc42se1	Cdc42se1_2	1
Cdc42se1	Cdc42se1_5	1
Cdc42se1	Cdc42se1_3	1
Vps51	Vps51_3	1
Vps51	Vps51_2	1
Vps51	Vps51_5	1
Vps51	Vps51_4	1
Vps51	Vps51_1	1
Rbm20	Rbm20_4	1
Rbm20	Rbm20_2	1
Rbm20	Rbm20_5	1
Rbm20	Rbm20_3	1
Rbm20	Rbm20_1	1
Sdhaf4	Sdhaf4_3	1
Sdhaf4	Sdhaf4_2	1
Sdhaf4	Sdhaf4_4	1
Sdhaf4	Sdhaf4_1	1
Sdhaf4	Sdhaf4_5	1
Lama1	Lama1_1	1
Lama1	Lama1_5	1
Lama1	Lama1_4	1
Lama1	Lama1_3	1
Lama1	Lama1_2	1
Ap2s1	Ap2s1_2	1
Ap2s1	Ap2s1_1	1
Ap2s1	Ap2s1_3	1
Ap2s1	Ap2s1_4	1
Ap2s1	Ap2s1_5	1
Eif5a2	Eif5a2_5	1
Eif5a2	Eif5a2_1	1
Eif5a2	Eif5a2_4	1
Eif5a2	Eif5a2_2	1
Eif5a2	Eif5a2_3	1
Qars	Qars_3	1
Qars	Qars_4	1
Qars	Qars_1	1
Qars	Qars_5	1
Qars	Qars_2	1
Lsm2	Lsm2_1	1
Lsm2	Lsm2_4	1
Lsm2	Lsm2_3	1
Lsm2	Lsm2_5	1
Lsm2	Lsm2_2	1
Triml1	Triml1_3	1
Triml1	Triml1_2	1
Triml1	Triml1_4	1
Triml1	Triml1_1	1
Triml1	Triml1_5	1
Tmem131	Tmem131_2	1
Tmem131	Tmem131_4	1
Tmem131	Tmem131_1	1
Tmem131	Tmem131_3	1
Tmem131	Tmem131_5	1
Csrp3	Csrp3_1	1
Csrp3	Csrp3_3	1
Csrp3	Csrp3_4	1
Csrp3	Csrp3_5	1
Csrp3	Csrp3_2	1
Pank4	Pank4_2	1
Pank4	Pank4_4	1
Pank4	Pank4_1	1
Pank4	Pank4_3	1
Pank4	Pank4_5	1
Pou4f3	Pou4f3_5	1
Pou4f3	Pou4f3_4	1
Pou4f3	Pou4f3_2	1
Pou4f3	Pou4f3_1	1
Pou4f3	Pou4f3_3	1
Edc4	Edc4_3	1
Edc4	Edc4_5	1
Edc4	Edc4_1	1
Edc4	Edc4_4	1
Edc4	Edc4_2	1
Pms2	Pms2_4	1
Pms2	Pms2_2	1
Pms2	Pms2_5	1
Pms2	Pms2_3	1
Pms2	Pms2_1	1
Slc14a2	Slc14a2_3	1
Slc14a2	Slc14a2_4	1
Slc14a2	Slc14a2_5	1
Slc14a2	Slc14a2_2	1
Slc14a2	Slc14a2_1	1
Hes3	Hes3_5	1
Hes3	Hes3_4	1
Hes3	Hes3_2	1
Hes3	Hes3_1	1
Hes3	Hes3_3	1
Myo1g	Myo1g_2	1
Myo1g	Myo1g_1	1
Myo1g	Myo1g_5	1
Myo1g	Myo1g_3	1
Myo1g	Myo1g_4	1
Nol11	Nol11_1	1
Nol11	Nol11_2	1
Nol11	Nol11_4	1
Nol11	Nol11_3	1
Nol11	Nol11_5	1
Dnajb4	Dnajb4_1	1
Dnajb4	Dnajb4_5	1
Dnajb4	Dnajb4_2	1
Dnajb4	Dnajb4_3	1
Dnajb4	Dnajb4_4	1
Gp2	Gp2_1	1
Gp2	Gp2_5	1
Gp2	Gp2_3	1
Gp2	Gp2_4	1
Gp2	Gp2_2	1
Mkrn2os	Mkrn2os_4	1
Mkrn2os	Mkrn2os_3	1
Mkrn2os	Mkrn2os_1	1
Mkrn2os	Mkrn2os_2	1
Mkrn2os	Mkrn2os_5	1
Bcl2l11	Bcl2l11_4	1
Bcl2l11	Bcl2l11_1	1
Bcl2l11	Bcl2l11_2	1
Bcl2l11	Bcl2l11_3	1
Bcl2l11	Bcl2l11_5	1
Hip1	Hip1_5	1
Hip1	Hip1_2	1
Hip1	Hip1_4	1
Hip1	Hip1_1	1
Hip1	Hip1_3	1
Tas2r130	Tas2r130_3	1
Tas2r130	Tas2r130_1	1
Tas2r130	Tas2r130_5	1
Tas2r130	Tas2r130_4	1
Tas2r130	Tas2r130_2	1
Fbxo5	Fbxo5_2	1
Fbxo5	Fbxo5_4	1
Fbxo5	Fbxo5_3	1
Fbxo5	Fbxo5_5	1
Fbxo5	Fbxo5_1	1
4930480E11Rik	4930480E11Rik_2	1
4930480E11Rik	4930480E11Rik_5	1
4930480E11Rik	4930480E11Rik_3	1
4930480E11Rik	4930480E11Rik_1	1
4930480E11Rik	4930480E11Rik_4	1
Phf20l1	Phf20l1_3	1
Phf20l1	Phf20l1_5	1
Phf20l1	Phf20l1_4	1
Phf20l1	Phf20l1_2	1
Phf20l1	Phf20l1_1	1
Gm5878	Gm5878_2	1
Gm5878	Gm5878_1	1
Gm5878	Gm5878_5	1
Gm5878	Gm5878_4	1
Gm5878	Gm5878_3	1
Cst3	Cst3_1	1
Cst3	Cst3_2	1
Cst3	Cst3_3	1
Cst3	Cst3_5	1
Cst3	Cst3_4	1
Gm9376	Gm9376_1	1
Gm9376	Gm9376_3	1
Gm9376	Gm9376_4	1
Gm9376	Gm9376_5	1
Gm9376	Gm9376_2	1
Atp2b1	Atp2b1_3	1
Atp2b1	Atp2b1_2	1
Atp2b1	Atp2b1_5	1
Atp2b1	Atp2b1_4	1
Atp2b1	Atp2b1_1	1
Ndufb9	Ndufb9_5	1
Ndufb9	Ndufb9_2	1
Ndufb9	Ndufb9_3	1
Ndufb9	Ndufb9_1	1
Ndufb9	Ndufb9_4	1
Tmem261	Tmem261_2	1
Tmem261	Tmem261_4	1
Tmem261	Tmem261_5	1
Tmem261	Tmem261_3	1
Tmem261	Tmem261_1	1
Gm17727	Gm17727_1	1
Gm17727	Gm17727_4	1
Gm17727	Gm17727_2	1
Gm17727	Gm17727_5	1
Gm17727	Gm17727_3	1
Ndrg3	Ndrg3_5	1
Ndrg3	Ndrg3_3	1
Ndrg3	Ndrg3_1	1
Ndrg3	Ndrg3_2	1
Ndrg3	Ndrg3_4	1
Adam15	Adam15_2	1
Adam15	Adam15_3	1
Adam15	Adam15_5	1
Adam15	Adam15_1	1
Adam15	Adam15_4	1
Aard	Aard_5	1
Aard	Aard_4	1
Aard	Aard_1	1
Aard	Aard_2	1
Aard	Aard_3	1
Larp7	Larp7_3	1
Larp7	Larp7_2	1
Larp7	Larp7_4	1
Larp7	Larp7_5	1
Larp7	Larp7_1	1
Kdm5b	Kdm5b_2	1
Kdm5b	Kdm5b_1	1
Kdm5b	Kdm5b_4	1
Kdm5b	Kdm5b_3	1
Kdm5b	Kdm5b_5	1
Efhc2	Efhc2_3	1
Efhc2	Efhc2_5	1
Efhc2	Efhc2_2	1
Efhc2	Efhc2_1	1
Efhc2	Efhc2_4	1
Ddhd2	Ddhd2_3	1
Ddhd2	Ddhd2_2	1
Ddhd2	Ddhd2_4	1
Ddhd2	Ddhd2_5	1
Ddhd2	Ddhd2_1	1
Pzp	Pzp_1	1
Pzp	Pzp_2	1
Pzp	Pzp_4	1
Pzp	Pzp_5	1
Pzp	Pzp_3	1
Limch1	Limch1_3	1
Limch1	Limch1_5	1
Limch1	Limch1_2	1
Limch1	Limch1_1	1
Limch1	Limch1_4	1
Otp	Otp_4	1
Otp	Otp_1	1
Otp	Otp_3	1
Otp	Otp_2	1
Otp	Otp_5	1
Dpagt1	Dpagt1_2	1
Dpagt1	Dpagt1_1	1
Dpagt1	Dpagt1_5	1
Dpagt1	Dpagt1_3	1
Dpagt1	Dpagt1_4	1
Taf15	Taf15_2	1
Taf15	Taf15_1	1
Taf15	Taf15_3	1
Taf15	Taf15_4	1
Taf15	Taf15_5	1
Timd2	Timd2_1	1
Timd2	Timd2_3	1
Timd2	Timd2_2	1
Timd2	Timd2_5	1
Timd2	Timd2_4	1
Mzt1	Mzt1_1	1
Mzt1	Mzt1_3	1
Mzt1	Mzt1_2	1
Mzt1	Mzt1_5	1
Mzt1	Mzt1_4	1
Rpl7l1	Rpl7l1_4	1
Rpl7l1	Rpl7l1_3	1
Rpl7l1	Rpl7l1_5	1
Rpl7l1	Rpl7l1_1	1
Rpl7l1	Rpl7l1_2	1
Cyp2j5	Cyp2j5_3	1
Cyp2j5	Cyp2j5_4	1
Cyp2j5	Cyp2j5_1	1
Cyp2j5	Cyp2j5_2	1
Cyp2j5	Cyp2j5_5	1
F8	F8_1	1
F8	F8_4	1
F8	F8_3	1
F8	F8_2	1
F8	F8_5	1
Ccm2l	Ccm2l_5	1
Ccm2l	Ccm2l_4	1
Ccm2l	Ccm2l_1	1
Ccm2l	Ccm2l_3	1
Ccm2l	Ccm2l_2	1
Cd209e	Cd209e_1	1
Cd209e	Cd209e_3	1
Cd209e	Cd209e_2	1
Cd209e	Cd209e_4	1
Cd209e	Cd209e_5	1
Sim2	Sim2_3	1
Sim2	Sim2_4	1
Sim2	Sim2_1	1
Sim2	Sim2_2	1
Sim2	Sim2_5	1
Ceacam2	Ceacam2_2	1
Ceacam2	Ceacam2_1	1
Ceacam2	Ceacam2_3	1
Ceacam2	Ceacam2_4	1
Ceacam2	Ceacam2_5	1
Sprtn	Sprtn_3	1
Sprtn	Sprtn_4	1
Sprtn	Sprtn_5	1
Sprtn	Sprtn_2	1
Sprtn	Sprtn_1	1
Uros	Uros_4	1
Uros	Uros_2	1
Uros	Uros_3	1
Uros	Uros_1	1
Uros	Uros_5	1
Olfr974	Olfr974_1	1
Olfr974	Olfr974_3	1
Olfr974	Olfr974_5	1
Olfr974	Olfr974_4	1
Olfr974	Olfr974_2	1
Hrasls	Hrasls_4	1
Hrasls	Hrasls_2	1
Hrasls	Hrasls_3	1
Hrasls	Hrasls_1	1
Hrasls	Hrasls_5	1
3110043O21Rik	3110043O21Rik_2	1
3110043O21Rik	3110043O21Rik_4	1
3110043O21Rik	3110043O21Rik_5	1
3110043O21Rik	3110043O21Rik_1	1
3110043O21Rik	3110043O21Rik_3	1
Tonsl	Tonsl_5	1
Tonsl	Tonsl_2	1
Tonsl	Tonsl_3	1
Tonsl	Tonsl_4	1
Tonsl	Tonsl_1	1
Myh4	Myh4_2	1
Myh4	Myh4_3	1
Myh4	Myh4_5	1
Myh4	Myh4_4	1
Myh4	Myh4_1	1
Fxyd4	Fxyd4_3	1
Fxyd4	Fxyd4_5	1
Fxyd4	Fxyd4_4	1
Fxyd4	Fxyd4_1	1
Fxyd4	Fxyd4_2	1
Atf7ip	Atf7ip_4	1
Atf7ip	Atf7ip_3	1
Atf7ip	Atf7ip_1	1
Atf7ip	Atf7ip_2	1
Atf7ip	Atf7ip_5	1
Phlda1	Phlda1_5	1
Phlda1	Phlda1_2	1
Phlda1	Phlda1_1	1
Phlda1	Phlda1_4	1
Phlda1	Phlda1_3	1
Ccdc116	Ccdc116_5	1
Ccdc116	Ccdc116_4	1
Ccdc116	Ccdc116_1	1
Ccdc116	Ccdc116_3	1
Ccdc116	Ccdc116_2	1
Cenpp	Cenpp_3	1
Cenpp	Cenpp_5	1
Cenpp	Cenpp_2	1
Cenpp	Cenpp_4	1
Cenpp	Cenpp_1	1
Dram2	Dram2_1	1
Dram2	Dram2_2	1
Dram2	Dram2_3	1
Dram2	Dram2_4	1
Dram2	Dram2_5	1
Pabpn1l	Pabpn1l_3	1
Pabpn1l	Pabpn1l_2	1
Pabpn1l	Pabpn1l_5	1
Pabpn1l	Pabpn1l_4	1
Pabpn1l	Pabpn1l_1	1
Fbxo10	Fbxo10_4	1
Fbxo10	Fbxo10_2	1
Fbxo10	Fbxo10_1	1
Fbxo10	Fbxo10_5	1
Fbxo10	Fbxo10_3	1
Abca9	Abca9_1	1
Abca9	Abca9_2	1
Abca9	Abca9_5	1
Abca9	Abca9_3	1
Abca9	Abca9_4	1
Ipmk	Ipmk_2	1
Ipmk	Ipmk_3	1
Ipmk	Ipmk_5	1
Ipmk	Ipmk_1	1
Ipmk	Ipmk_4	1
Gpsm2	Gpsm2_5	1
Gpsm2	Gpsm2_3	1
Gpsm2	Gpsm2_2	1
Gpsm2	Gpsm2_4	1
Gpsm2	Gpsm2_1	1
Zfp330	Zfp330_5	1
Zfp330	Zfp330_3	1
Zfp330	Zfp330_1	1
Zfp330	Zfp330_2	1
Zfp330	Zfp330_4	1
Tlr3	Tlr3_3	1
Tlr3	Tlr3_1	1
Tlr3	Tlr3_5	1
Tlr3	Tlr3_2	1
Tlr3	Tlr3_4	1
Zscan29	Zscan29_4	1
Zscan29	Zscan29_5	1
Zscan29	Zscan29_2	1
Zscan29	Zscan29_1	1
Zscan29	Zscan29_3	1
Kcnj3	Kcnj3_1	1
Kcnj3	Kcnj3_3	1
Kcnj3	Kcnj3_5	1
Kcnj3	Kcnj3_4	1
Kcnj3	Kcnj3_2	1
Iigp1	Iigp1_3	1
Iigp1	Iigp1_1	1
Iigp1	Iigp1_4	1
Iigp1	Iigp1_2	1
Iigp1	Iigp1_5	1
Olfr688	Olfr688_3	1
Olfr688	Olfr688_2	1
Olfr688	Olfr688_4	1
Olfr688	Olfr688_5	1
Olfr688	Olfr688_1	1
A1bg	A1bg_2	1
A1bg	A1bg_1	1
A1bg	A1bg_3	1
A1bg	A1bg_5	1
A1bg	A1bg_4	1
Olfr591	Olfr591_2	1
Olfr591	Olfr591_5	1
Olfr591	Olfr591_4	1
Olfr591	Olfr591_3	1
Olfr591	Olfr591_1	1
Cenpv	Cenpv_5	1
Cenpv	Cenpv_1	1
Cenpv	Cenpv_2	1
Cenpv	Cenpv_4	1
Cenpv	Cenpv_3	1
Abi3	Abi3_5	1
Abi3	Abi3_1	1
Abi3	Abi3_4	1
Abi3	Abi3_3	1
Abi3	Abi3_2	1
Enam	Enam_4	1
Enam	Enam_1	1
Enam	Enam_2	1
Enam	Enam_3	1
Enam	Enam_5	1
Krt19	Krt19_2	1
Krt19	Krt19_3	1
Krt19	Krt19_1	1
Krt19	Krt19_4	1
Krt19	Krt19_5	1
Tsga10ip	Tsga10ip_1	1
Tsga10ip	Tsga10ip_4	1
Tsga10ip	Tsga10ip_5	1
Tsga10ip	Tsga10ip_2	1
Tsga10ip	Tsga10ip_3	1
Tnks	Tnks_2	1
Tnks	Tnks_3	1
Tnks	Tnks_4	1
Tnks	Tnks_5	1
Tnks	Tnks_1	1
Fam134b	Fam134b_3	1
Fam134b	Fam134b_4	1
Fam134b	Fam134b_1	1
Fam134b	Fam134b_2	1
Fam134b	Fam134b_5	1
Slc2a12	Slc2a12_2	1
Slc2a12	Slc2a12_3	1
Slc2a12	Slc2a12_4	1
Slc2a12	Slc2a12_5	1
Slc2a12	Slc2a12_1	1
Dcn	Dcn_5	1
Dcn	Dcn_4	1
Dcn	Dcn_1	1
Dcn	Dcn_2	1
Dcn	Dcn_3	1
Dock4	Dock4_2	1
Dock4	Dock4_5	1
Dock4	Dock4_3	1
Dock4	Dock4_4	1
Dock4	Dock4_1	1
Krt12	Krt12_2	1
Krt12	Krt12_3	1
Krt12	Krt12_5	1
Krt12	Krt12_4	1
Krt12	Krt12_1	1
Cntln	Cntln_2	1
Cntln	Cntln_4	1
Cntln	Cntln_5	1
Cntln	Cntln_1	1
Cntln	Cntln_3	1
Nmrk2	Nmrk2_1	1
Nmrk2	Nmrk2_3	1
Nmrk2	Nmrk2_4	1
Nmrk2	Nmrk2_5	1
Nmrk2	Nmrk2_2	1
Stat3	Stat3_3	1
Stat3	Stat3_1	1
Stat3	Stat3_5	1
Stat3	Stat3_4	1
Stat3	Stat3_2	1
Mex3b	Mex3b_4	1
Mex3b	Mex3b_3	1
Mex3b	Mex3b_1	1
Mex3b	Mex3b_2	1
Mex3b	Mex3b_5	1
Aff2	Aff2_3	1
Aff2	Aff2_5	1
Aff2	Aff2_4	1
Aff2	Aff2_2	1
Aff2	Aff2_1	1
Sod1	Sod1_1	1
Sod1	Sod1_2	1
Sod1	Sod1_5	1
Sod1	Sod1_3	1
Sod1	Sod1_4	1
Rfx6	Rfx6_5	1
Rfx6	Rfx6_3	1
Rfx6	Rfx6_1	1
Rfx6	Rfx6_4	1
Rfx6	Rfx6_2	1
Alg10b	Alg10b_2	1
Alg10b	Alg10b_1	1
Alg10b	Alg10b_5	1
Alg10b	Alg10b_4	1
Alg10b	Alg10b_3	1
BC030336	BC030336_4	1
BC030336	BC030336_3	1
BC030336	BC030336_5	1
BC030336	BC030336_2	1
BC030336	BC030336_1	1
Pbp2	Pbp2_5	1
Pbp2	Pbp2_4	1
Pbp2	Pbp2_3	1
Pbp2	Pbp2_2	1
Pbp2	Pbp2_1	1
Atg4d	Atg4d_5	1
Atg4d	Atg4d_4	1
Atg4d	Atg4d_2	1
Atg4d	Atg4d_1	1
Atg4d	Atg4d_3	1
Kti12	Kti12_4	1
Kti12	Kti12_1	1
Kti12	Kti12_3	1
Kti12	Kti12_5	1
Kti12	Kti12_2	1
Anapc2	Anapc2_5	1
Anapc2	Anapc2_1	1
Anapc2	Anapc2_4	1
Anapc2	Anapc2_2	1
Anapc2	Anapc2_3	1
Rpl38	Rpl38_1	1
Rpl38	Rpl38_4	1
Rpl38	Rpl38_3	1
Rpl38	Rpl38_2	1
Phf7	Phf7_3	1
Phf7	Phf7_4	1
Phf7	Phf7_2	1
Phf7	Phf7_5	1
Phf7	Phf7_1	1
Olfr430	Olfr430_4	1
Olfr430	Olfr430_1	1
Olfr430	Olfr430_2	1
Olfr430	Olfr430_3	1
Olfr430	Olfr430_5	1
S100a16	S100a16_4	1
S100a16	S100a16_3	1
S100a16	S100a16_2	1
S100a16	S100a16_1	1
S100a16	S100a16_5	1
Bmp1	Bmp1_5	1
Bmp1	Bmp1_4	1
Bmp1	Bmp1_1	1
Bmp1	Bmp1_2	1
Bmp1	Bmp1_3	1
Als2cl	Als2cl_5	1
Als2cl	Als2cl_2	1
Als2cl	Als2cl_1	1
Als2cl	Als2cl_4	1
Als2cl	Als2cl_3	1
Cadps	Cadps_2	1
Cadps	Cadps_4	1
Cadps	Cadps_5	1
