sgRNA	Gene	T0	T12_DMSO_rep1	T12_DMSO_rep2	T12_MYCi_rep1	T12_MYCi_rep2
Fes_2	Fes	617.5	426	1116	409	1322
Ngp_5	Ngp	601.5	441	765	453	785
Myeov2_1	Myeov2	1458.5	1373	1863	1378	1895
Rchy1_4	Rchy1	1029	831	885	874	1111
Vwa5a_2	Vwa5a	224.5	191	94	151	220
Cdkn1a_4	Cdkn1a	647.5	473	510	533	534
Kif20a_2	Kif20a	497.5	143	112	189	103
Oma1_5	Oma1	736	606	487	615	649
Agbl4_1	Agbl4	357	189	140	286	304
Saxo2_3	Saxo2	936	760	1382	784	1821
Ugt2b1_2	Ugt2b1	294.5	374	711	529	569
Dhrs11_1	Dhrs11	296.5	302	345	352	175
Lrrc75b_2	Lrrc75b	1376.5	952	610	1025	743
4931440F15Rik_4	4931440F15Rik	707.5	529	330	535	470
Stk32c_1	Stk32c	969	693	460	723	538
Cbx7_1	Cbx7	683	547	599	690	572
Nlrx1_2	Nlrx1	773	582	1008	596	626
Ppp6r2_2	Ppp6r2	515.5	316	448	287	570
Spag1_2	Spag1	542.5	290	292	253	271
Clca2_5	Clca2	460	310	223	431	357
Rnf220_5	Rnf220	977	546	563	655	1049
Hiat1_5	Hiat1	976.5	820	628	917	652
Sap130_5	Sap130	1325	198	75	199	166
Psd2_1	Psd2	562	445	432	523	413
Sh2d1b1_3	Sh2d1b1	795.5	680	391	667	343
Eps15_5	Eps15	521	363	408	635	425
Gpatch2l_3	Gpatch2l	413	298	574	427	814
Reg4_1	Reg4	1550.5	1263	1953	1389	2216
Ctsd_3	Ctsd	368	288	54	257	87
Spink10_1	Spink10	472	445	192	492	212
Ppp1r17_5	Ppp1r17	522	546	443	403	417
Sult3a1_5	Sult3a1	274	331	333	343	224
Vbp1_4	Vbp1	197.5	32	23	77	40
Fign_1	Fign	864	556	484	573	735
Dpcd_4	Dpcd	879	518	383	616	296
Cth_5	Cth	788	730	672	698	473
Olfr807_2	Olfr807	1034.5	686	305	759	582
Tecrl_4	Tecrl	455	358	983	350	689
Klrg1_5	Klrg1	746.5	360	539	592	448
Fah_5	Fah	961.5	739	627	1052	910
Chpf_4	Chpf	1116.5	835	555	791	516
Myh10_1	Myh10	150	111	156	211	115
Dvl3_5	Dvl3	262	280	319	333	453
Gpr149_3	Gpr149	373.5	282	166	292	160
Lgr4_1	Lgr4	787	610	583	383	770
Slc6a2_1	Slc6a2	823.5	677	1299	886	1636
Tmem178b_5	Tmem178b	1352	629	576	539	754
Defb2_5	Defb2	659.5	418	606	613	596
Dbndd1_1	Dbndd1	233	110	484	206	313
Mcoln1_2	Mcoln1	538	432	316	425	363
Nqo2_2	Nqo2	406.5	275	72	542	156
Ssh2_4	Ssh2	713.5	486	1106	530	1167
Ngp_4	Ngp	1397.5	1051	1700	1081	1767
Fam161b_5	Fam161b	238.5	62	153	115	315
Ahcy_1	Ahcy	583	49	26	89	41
F2rl2_1	F2rl2	577.5	278	495	382	484
Tmem171_4	Tmem171	596.5	458	440	449	541
Nlrp6_3	Nlrp6	704.5	524	325	492	358
Grxcr2_5	Grxcr2	789	640	1252	509	1442
Dyrk1b_3	Dyrk1b	363	234	269	312	219
Tmem198_5	Tmem198	1428.5	926	582	986	630
Olfr1220_1	Olfr1220	505.5	337	343	276	265
Tstd2_4	Tstd2	528	350	427	469	587
Pdss2_5	Pdss2	553.5	101	127	22	70
Prkag1_5	Prkag1	470.5	153	194	211	191
Gpatch4_2	Gpatch4	850	489	683	550	548
Dok2_2	Dok2	510	348	397	323	465
1700034J05Rik_5	1700034J05Rik	795	920	697	964	589
Rnf31_5	Rnf31	518	404	433	562	477
Lgals4_1	Lgals4	514.5	558	500	399	755
Ndufa3_1	Ndufa3	1816	744	735	409	411
Igsf6_2	Igsf6	654.5	460	309	501	445
Ywhah_2	Ywhah	1124.5	675	727	1055	733
Olfr1151_3	Olfr1151	217.5	130	33	197	28
Slc12a5_3	Slc12a5	491.5	376	313	501	333
Ptprj_3	Ptprj	720.5	720	266	411	394
Alas1_1	Alas1	70.5	49	51	58	17
Ccnc_5	Ccnc	762.5	520	320	650	290
Cuta_2	Cuta	504.5	422	358	464	487
Carns1_2	Carns1	456.5	337	173	265	179
Dtwd2_2	Dtwd2	410.5	258	318	270	426
Nosip_2	Nosip	482.5	162	110	265	123
Gm813_1	Gm813	1300	1010	967	1171	784
Gnpat_1	Gnpat	523	263	328	507	407
2200002D01Rik_2	2200002D01Rik	1490.5	974	1031	1021	1410
Zc3h6_2	Zc3h6	1080	766	575	801	418
Fndc3a_2	Fndc3a	643	367	488	451	474
Syt4_2	Syt4	1290.5	942	1269	1016	1198
Fam160a2_3	Fam160a2	191	159	224	114	433
Zfp352_5	Zfp352	1467.5	1114	1149	1310	892
Parp10_5	Parp10	828.5	599	439	677	572
Treh_5	Treh	865	689	1319	579	1510
Gyltl1b_5	Gyltl1b	677.5	619	514	655	439
Cacna1s_1	Cacna1s	400.5	408	496	324	282
Tas2r121_3	Tas2r121	628	510	374	394	500
Xndc1_4	Xndc1	437	277	249	375	322
Stra6l_3	Stra6l	955	761	857	930	1025
Anxa7_2	Anxa7	621	430	528	410	402
Olfr137_4	Olfr137	587.5	657	830	612	1026
Lmo1_1	Lmo1	782.5	570	792	574	841
Arl3_1	Arl3	552	373	210	482	445
Il1rapl2_4	Il1rapl2	633	474	167	519	232
Ddx19b_2	Ddx19b	1042	716	766	836	685
Chrna4_3	Chrna4	1136.5	581	1275	832	2147
Chadl_1	Chadl	546.5	276	260	576	323
Tspyl5_5	Tspyl5	324	266	321	258	386
AY761185_5	AY761185	546.5	461	545	410	557
Insc_1	Insc	527	336	684	374	433
Csnk2b_5	Csnk2b	918	441	345	644	510
Gstz1_5	Gstz1	230	167	135	232	132
Wasl_3	Wasl	1071	650	889	528	1104
Ccdc17_5	Ccdc17	525.5	464	225	452	261
Eif6_3	Eif6	469.5	21	25	12	13
Ankrd46_5	Ankrd46	791.5	617	669	732	506
Rpl22_4	Rpl22	1416.5	995	506	1422	895
Xylt2_3	Xylt2	744.5	303	297	344	305
Itgax_2	Itgax	438.5	229	569	346	749
Suds3_2	Suds3	660	85	125	108	86
Sssca1_5	Sssca1	658.5	479	345	520	454
Adgra2_1	Adgra2	605	452	367	422	361
Glipr2_5	Glipr2	1248.5	874	1356	937	1295
4930595D18Rik_4	4930595D18Rik	888	706	757	728	1000
Fcer1g_1	Fcer1g	868.5	841	337	755	428
Rara_2	Rara	571	489	1032	600	769
Mia2_1	Mia2	1028.5	566	334	664	636
Fstl3_3	Fstl3	188.5	126	74	198	92
Wdfy2_3	Wdfy2	664	425	942	412	656
Olfr1324_5	Olfr1324	783	602	608	509	943
Vmn1r197_5	Vmn1r197	724.5	459	364	605	548
Rps6ka2_4	Rps6ka2	706.5	627	491	641	568
Thy1_2	Thy1	202	221	139	267	142
Pipox_5	Pipox	985	748	556	601	586
Arrb1_5	Arrb1	310.5	136	26	162	67
Sned1_1	Sned1	349.5	303	185	259	177
Nav2_3	Nav2	962.5	795	591	768	554
Nek1_4	Nek1	836	339	402	552	377
Rasip1_5	Rasip1	602.5	435	414	312	397
Gsta3_5	Gsta3	385.5	190	655	197	625
Scn11a_3	Scn11a	1105	1051	1275	1268	1528
Prr12_3	Prr12	537	682	423	590	389
S100a2_4	S100a2	1016.5	734	706	926	628
Olfr1260_4	Olfr1260	488.5	427	287	690	404
Vmn1r230_3	Vmn1r230	776.5	741	251	958	374
Rps14_4	Rps14	358	60	10	102	23
Cecr5_4	Cecr5	275	297	91	217	173
Decr2_3	Decr2	464	435	121	449	200
Pdzk1ip1_4	Pdzk1ip1	672.5	718	1489	668	1307
Prkab2_3	Prkab2	594.5	362	292	519	434
1700013G24Rik_4	1700013G24Rik	325.5	252	269	205	180
Krt26_2	Krt26	470	358	298	459	269
Ssc5d_5	Ssc5d	715.5	436	412	456	542
Wdr47_2	Wdr47	615	453	237	369	308
Smad6_3	Smad6	102	82	13	100	64
Olfr1229_3	Olfr1229	536	360	700	398	565
Slc6a9_5	Slc6a9	427	333	226	331	396
Btnl1_1	Btnl1	327.5	121	284	332	189
Col9a2_5	Col9a2	156.5	137	212	108	172
Fli1_5	Fli1	583.5	517	356	501	184
Ciart_3	Ciart	1174.5	868	1504	823	1430
Pde9a_4	Pde9a	801.5	815	661	992	599
Bex1_4	Bex1	916.5	871	732	849	563
Zfp385c_3	Zfp385c	488	642	413	558	296
Tmbim1_3	Tmbim1	329	336	90	320	178
Agpat4_1	Agpat4	313	248	151	237	122
Slc35f1_4	Slc35f1	384	194	325	391	825
Npy_2	Npy	476.5	468	520	525	268
Als2cr11_3	Als2cr11	527	297	331	350	187
Rassf7_4	Rassf7	123.5	161	63	88	18
Rasgrf2_1	Rasgrf2	646	738	523	705	639
Gimap6_5	Gimap6	322.5	310	176	210	324
Syne1_3	Syne1	861	536	455	916	477
Ms4a10_5	Ms4a10	514	299	105	403	128
Pomc_3	Pomc	1178.5	899	1394	913	1335
Vcp_4	Vcp	1252.5	187	102	172	124
Taf5_3	Taf5	916.5	929	342	1030	412
Pacsin1_4	Pacsin1	641	505	415	478	408
Slc50a1_4	Slc50a1	1675.5	1492	1538	1502	1615
LacZ_241	LacZ	771.5	875	672	1086	849
Fsbp_5	Fsbp	375	349	95	281	173
Cspp1_5	Cspp1	425.5	465	344	485	377
Atxn3_3	Atxn3	905	980	1199	1079	1086
Ankrd29_5	Ankrd29	434	366	712	425	759
Mxd1_2	Mxd1	955	952	695	645	1129
Mcemp1_3	Mcemp1	613.5	514	502	565	423
Gm26558_3	Gm26558	687	621	841	659	650
Praf2_5	Praf2	566.5	488	1508	536	994
Olfr1163_4	Olfr1163	776.5	669	533	646	509
Isca1_3	Isca1	297.5	116	41	58	18
Mcf2_5	Mcf2	862	626	486	665	619
Gsdmd_2	Gsdmd	582	496	353	685	472
Il17b_5	Il17b	876.5	647	1011	738	973
1700007K13Rik_5	1700007K13Rik	407	204	106	156	109
Gbx2_5	Gbx2	570.5	404	459	376	680
Hhatl_1	Hhatl	625	429	324	333	258
Zfp7_1	Zfp7	1026.5	805	1385	840	1583
Npbwr1_5	Npbwr1	818.5	503	411	504	706
H13_1	H13	553.5	287	102	380	210
Mrpl43_1	Mrpl43	827	263	74	260	70
Mug1_5	Mug1	549	265	78	307	204
Zfp219_5	Zfp219	622	464	557	459	575
Wdr83_5	Wdr83	601.5	196	742	272	1332
Kctd2_2	Kctd2	237.5	211	100	219	149
Nos1_3	Nos1	223.5	223	377	121	447
Sema3c_3	Sema3c	462.5	435	406	476	459
Fus_5	Fus	741.5	416	722	399	1063
Cklf_1	Cklf	376	311	515	417	629
Lrp10_5	Lrp10	190.5	175	252	103	189
Sorcs3_2	Sorcs3	332.5	368	418	346	330
Kalrn_5	Kalrn	737	879	825	819	753
Bnip2_4	Bnip2	378.5	205	157	194	138
Defb40_5	Defb40	1805	1582	1252	1528	1383
Fbl_2	Fbl	546.5	33	43	54	15
Tmem230_4	Tmem230	541.5	564	139	321	165
Rnf152_4	Rnf152	588.5	340	682	523	554
Txnrd3_3	Txnrd3	479	386	390	500	307
Grpel2_3	Grpel2	980.5	853	730	687	858
Zhx1_2	Zhx1	426.5	243	315	530	469
Ptges_5	Ptges	247.5	141	42	112	71
Sox10_3	Sox10	324	286	150	456	163
Defb34_1	Defb34	572	504	460	458	645
Gm12253_5	Gm12253	577	614	966	534	916
Fxyd7_2	Fxyd7	652	742	381	889	421
Casp4_5	Casp4	597	376	394	626	561
Olfr566_2	Olfr566	1024	1253	747	1191	839
Hif1an_3	Hif1an	485	362	841	378	897
C1qtnf7_3	C1qtnf7	580.5	489	349	425	388
Il22ra2_4	Il22ra2	698.5	530	466	861	608
Tom1l2_5	Tom1l2	192.5	162	44	216	196
Nhlrc2_1	Nhlrc2	495.5	58	63	192	177
Prox1_1	Prox1	767	850	570	816	353
B430306N03Rik_2	B430306N03Rik	1152.5	1185	1037	1311	1238
Cyp46a1_1	Cyp46a1	303	200	304	290	342
Drp2_5	Drp2	548.5	272	155	493	173
Zfp68_1	Zfp68	1069.5	1072	1481	1018	1388
Ckmt1_4	Ckmt1	723	720	541	534	453
Zfp869_2	Zfp869	557.5	657	712	545	675
Usp16_2	Usp16	721	200	507	276	768
Gabrr3_1	Gabrr3	933	1189	519	944	602
Rpp40_1	Rpp40	644	75	25	131	11
Fam129c_4	Fam129c	682.5	622	610	594	616
Esr2_3	Esr2	475	393	405	354	414
Pkd2l2_5	Pkd2l2	555.5	404	542	513	373
Src_1	Src	115	145	70	103	70
Hip1r_3	Hip1r	158.5	95	53	83	126
Lrp1b_2	Lrp1b	310	273	103	385	149
St3gal1_1	St3gal1	477	471	421	372	475
Qprt_5	Qprt	951	875	904	913	741
Trim12c_3	Trim12c	706	584	669	762	879
1700001C02Rik_4	1700001C02Rik	750.5	602	1203	468	1245
Ifnar2_5	Ifnar2	1130	944	948	931	987
Mical3_4	Mical3	853	669	476	727	738
Fbn2_5	Fbn2	1488.5	840	851	862	1001
Zfp13_1	Zfp13	609.5	570	344	619	595
Ush2a_5	Ush2a	876.5	930	726	637	818
Zbtb43_5	Zbtb43	699	630	857	803	1015
Usf1_2	Usf1	492	717	658	508	638
Arl15_5	Arl15	556.5	577	470	545	771
Rgl2_4	Rgl2	514	567	483	565	839
Pole4_1	Pole4	974.5	534	341	413	390
Moxd1_4	Moxd1	1343	1192	1328	1240	2069
Ino80_1	Ino80	961.5	424	351	400	230
Gltscr1l_3	Gltscr1l	433	289	345	353	423
Kcnj2_4	Kcnj2	578	453	308	655	421
Fam83c_1	Fam83c	1220	1321	1489	1345	1758
Zmym3_4	Zmym3	433.5	306	390	428	250
Gemin7_5	Gemin7	396	135	60	205	145
Tmem60_5	Tmem60	631.5	421	421	407	533
Padi4_1	Padi4	510	465	292	454	384
Neil2_1	Neil2	238.5	229	161	221	153
Tlr4_3	Tlr4	628	596	453	916	455
Capn11_4	Capn11	982.5	920	878	1162	768
Tm4sf4_2	Tm4sf4	1242	983	1349	1020	1365
Wdr26_2	Wdr26	577.5	430	323	404	521
Ticam1_4	Ticam1	195	164	213	94	96
Rnf26_1	Rnf26	411	426	177	305	200
0610009L18Rik_4	0610009L18Rik	388	267	224	282	295
Dpt_5	Dpt	933.5	749	608	797	897
Ceacam19_5	Ceacam19	1246	1015	1034	1107	938
Alx3_1	Alx3	703.5	761	601	804	767
Exoc3l_4	Exoc3l	1132.5	789	768	930	849
Osbpl11_5	Osbpl11	1420.5	675	417	574	436
G2e3_1	G2e3	373.5	461	331	472	355
Emc4_1	Emc4	598.5	256	52	202	52
Hdgfl1_4	Hdgfl1	252	94	175	184	303
Stard3nl_1	Stard3nl	677.5	579	911	573	967
Gpbp1_5	Gpbp1	725	697	331	611	200
Zbtb26_5	Zbtb26	255.5	172	206	181	381
Ugt3a1_4	Ugt3a1	681	600	624	729	399
Steap3_1	Steap3	287.5	359	856	297	758
Adipoq_1	Adipoq	1124.5	777	634	687	783
Umps_3	Umps	829	134	238	207	182
Serpinb6d_4	Serpinb6d	673.5	334	264	368	351
Nudt14_4	Nudt14	742.5	417	322	666	411
Fam181a_2	Fam181a	257	231	36	280	37
Wdr54_2	Wdr54	392	390	614	327	684
Umad1_3	Umad1	374.5	130	174	279	247
Scin_5	Scin	280.5	315	284	252	550
Ifnb1_4	Ifnb1	807	620	991	650	1109
Ncr1_2	Ncr1	1062	827	630	1036	380
Ccnd2_2	Ccnd2	336.5	356	517	373	675
BC106179_4	BC106179	317	240	157	216	192
Apmap_5	Apmap	1005.5	695	635	588	703
Brip1_1	Brip1	136	69	64	128	37
Sdc1_5	Sdc1	1347.5	1024	843	1095	1024
Mlec_2	Mlec	569	457	280	650	301
Olfr1356_2	Olfr1356	878.5	538	689	494	606
Olfr1200_2	Olfr1200	1058.5	944	554	918	909
Cdc16_5	Cdc16	885.5	147	14	151	19
Adam5_4	Adam5	926	969	938	741	644
Pth2_2	Pth2	394.5	231	76	345	234
Resp18_2	Resp18	340.5	223	470	256	1373
Eif3l_2	Eif3l	651	458	276	324	522
Pogz_2	Pogz	221.5	213	136	229	139
Eif5_4	Eif5	936	353	432	304	416
Morf4l2_4	Morf4l2	692	337	451	436	362
Blvra_1	Blvra	633	414	600	597	620
4933402J07Rik_5	4933402J07Rik	41	13	0	20	9
Slc34a2_5	Slc34a2	1159	1093	851	1011	791
Mff_2	Mff	431.5	237	286	376	286
Thap3_4	Thap3	519	325	71	420	195
Psmg1_1	Psmg1	592	364	165	475	146
F930015N05Rik_2	F930015N05Rik	300	235	164	253	169
Mss51_5	Mss51	691.5	696	664	575	446
Aaed1_2	Aaed1	704	533	304	729	310
Trip4_3	Trip4	879	855	808	879	709
Tmem198b_1	Tmem198b	458.5	376	240	463	134
Fcho1_2	Fcho1	423	276	255	323	280
Stau2_5	Stau2	1011	1020	872	912	895
Nkap_1	Nkap	515	170	246	165	316
Dpp8_2	Dpp8	608.5	362	547	452	730
Etv6_2	Etv6	467.5	442	303	550	464
Rbp2_5	Rbp2	761	646	447	552	352
Lix1l_4	Lix1l	1722	1517	2368	1233	2573
Csf2_2	Csf2	723	621	365	566	346
Numbl_1	Numbl	362.5	240	78	341	133
Trafd1_3	Trafd1	321	362	267	446	272
Olr1_5	Olr1	394	361	759	393	588
Gpbar1_5	Gpbar1	507.5	328	215	461	280
Colq_5	Colq	289	164	292	145	242
Nfkb2_5	Nfkb2	624	377	253	319	212
Fam167b_1	Fam167b	802.5	594	1163	615	1241
Psmd5_3	Psmd5	1755.5	1634	1321	1498	1339
Lcn5_3	Lcn5	677	517	181	557	90
Acat2_4	Acat2	1061.5	847	634	914	778
Osbp2_5	Osbp2	950	758	656	824	565
Atp6v1h_4	Atp6v1h	401	169	151	198	186
Cib4_2	Cib4	1003	873	1071	806	893
Dpf3_5	Dpf3	775	575	891	572	884
Neu2_5	Neu2	477.5	339	147	448	270
Mansc4_5	Mansc4	529.5	476	164	490	109
Prkag2_3	Prkag2	439.5	320	268	299	344
Mocs1_3	Mocs1	449.5	318	305	383	245
Rock1_4	Rock1	427	217	761	295	793
Zfp811_3	Zfp811	675	697	769	566	726
Matn3_1	Matn3	946	813	861	800	969
Col6a4_3	Col6a4	823.5	465	200	504	326
Spidr_3	Spidr	926	917	882	930	612
Abcb8_2	Abcb8	294	242	96	336	112
Slc25a21_3	Slc25a21	1073	720	884	773	894
Eef1a1_4	Eef1a1	509	16	0	24	3
1700029I15Rik_2	1700029I15Rik	257	181	107	202	108
Tomm40l_5	Tomm40l	1195.5	1268	1841	1261	2397
1700003F12Rik_5	1700003F12Rik	319.5	247	103	377	65
Synj2_3	Synj2	465	332	335	470	382
Bicc1_2	Bicc1	432	309	198	471	288
Ndst3_2	Ndst3	960.5	989	1483	1033	1762
Mettl21e_3	Mettl21e	891	600	551	805	791
Emx1_5	Emx1	472.5	294	247	342	380
Ankmy1_4	Ankmy1	133.5	88	19	270	21
LacZ_128	LacZ	949	810	1364	778	1297
Aspdh_4	Aspdh	392	483	307	297	205
Tex26_1	Tex26	874.5	882	1019	1041	1659
4933411G06Rik_4	4933411G06Rik	152.5	99	54	115	58
Mapk8ip2_2	Mapk8ip2	833	621	493	731	467
Rgs21_3	Rgs21	752.5	723	542	932	787
Nms_4	Nms	1025.5	714	823	578	966
A630095E13Rik_2	A630095E13Rik	551.5	392	239	323	317
Sp140_1	Sp140	452	142	88	163	83
Dnajb1_5	Dnajb1	790	695	225	707	157
1700025F22Rik_5	1700025F22Rik	827.5	473	303	452	345
Nsun5_5	Nsun5	514	128	269	261	337
Pars2_2	Pars2	299.5	39	0	12	2
Ppm1a_1	Ppm1a	314.5	115	228	162	256
Kank2_4	Kank2	681	625	651	754	563
Olfr835_5	Olfr835	715	655	682	614	666
Mrpl34_1	Mrpl34	1249	505	448	561	282
Hnrnpul2_4	Hnrnpul2	1926.5	1575	1772	2000	1823
Eml2_5	Eml2	685.5	273	272	499	583
Fuk_5	Fuk	553	428	324	493	341
Rnase2a_1	Rnase2a	306.5	260	80	183	75
Gm4951_4	Gm4951	250	163	244	119	136
Dcp1b_3	Dcp1b	1150	1109	836	1537	1055
Exosc3_1	Exosc3	584.5	72	104	110	180
Prpf3_1	Prpf3	484	247	203	224	176
Olfr633_5	Olfr633	544	385	317	317	161
Rngtt_5	Rngtt	346	101	248	45	66
Ftsj1_5	Ftsj1	1266	1160	1548	1338	1531
Cdc16_3	Cdc16	962.5	51	2	59	4
Casp2_2	Casp2	692	342	375	455	317
Ldhal6b_4	Ldhal6b	813.5	466	392	673	635
Usp21_2	Usp21	751.5	444	680	504	796
Olfr1496_3	Olfr1496	393.5	466	581	485	447
Sftpd_1	Sftpd	450.5	217	197	217	177
Tmem114_5	Tmem114	1027	534	406	773	331
Psd4_3	Psd4	856.5	786	681	968	623
Nmt1_5	Nmt1	987.5	516	370	413	262
Rgp1_3	Rgp1	731	622	693	482	856
Acot12_4	Acot12	737	719	704	570	633
Trdmt1_2	Trdmt1	1455	1227	1162	1271	1269
Triobp_4	Triobp	1288.5	1341	1563	1098	2018
Serpinb3c_3	Serpinb3c	1072	977	796	930	732
Frmpd3_5	Frmpd3	1155.5	613	475	543	416
Ramp1_3	Ramp1	1020	762	682	889	710
Kdm4b_4	Kdm4b	677	566	394	695	602
Arrdc2_4	Arrdc2	609.5	620	532	707	857
Ptpn5_3	Ptpn5	602	684	672	479	511
Il17d_2	Il17d	797	788	603	770	619
4930415O20Rik_1	4930415O20Rik	782	868	639	603	660
Lgalsl_2	Lgalsl	548.5	290	2225	303	2857
Vps37d_1	Vps37d	334	257	527	312	497
Cct8_4	Cct8	388	37	0	27	0
Ccdc53_3	Ccdc53	539	269	78	345	168
1190003K10Rik_1	1190003K10Rik	320	300	857	293	747
Pkp2_5	Pkp2	540	573	101	563	216
Wdr6_2	Wdr6	886.5	714	728	597	842
Pm20d2_2	Pm20d2	1063.5	830	1587	828	1619
G0s2_4	G0s2	595	468	431	662	514
Dzip1_4	Dzip1	312.5	221	258	227	374
Asxl2_4	Asxl2	480.5	296	584	366	761
Tmem45a2_2	Tmem45a2	435.5	276	659	224	555
Slc35f4_3	Slc35f4	388.5	368	525	481	442
Olfr876_1	Olfr876	1579.5	1408	1424	1505	1477
Sgip1_1	Sgip1	473	257	573	199	484
Triml2_4	Triml2	742.5	822	483	666	640
Ugt3a2_5	Ugt3a2	553	501	246	609	207
Cdh16_1	Cdh16	532	606	398	596	332
Arid2_5	Arid2	713	142	173	164	202
Mrpl47_5	Mrpl47	606.5	132	6	101	2
Vmo1_3	Vmo1	547.5	463	1062	450	1379
Ube2e3_3	Ube2e3	977	928	774	963	1085
Drd3_4	Drd3	552	440	343	631	481
9430020K01Rik_4	9430020K01Rik	991.5	768	715	578	455
Tnfrsf22_2	Tnfrsf22	369.5	467	213	468	259
Fam210a_1	Fam210a	1094	490	1277	421	1309
Dusp26_5	Dusp26	1178.5	773	797	896	879
Dhh_1	Dhh	483	461	318	341	354
Mkrn2_5	Mkrn2	221	86	37	149	69
Crygs_1	Crygs	237.5	261	142	173	224
Klrc3_1	Klrc3	620.5	536	484	502	344
Ptpn2_1	Ptpn2	988	731	1263	860	1194
Wdr55_3	Wdr55	136	154	35	128	74
Vmn2r83_2	Vmn2r83	988.5	817	1070	796	1124
Tex28_2	Tex28	781	597	587	530	637
Vmn1r1_4	Vmn1r1	286.5	215	86	346	93
Nr1h3_3	Nr1h3	308	203	400	222	842
Sebox_5	Sebox	915	835	924	742	617
Uts2b_3	Uts2b	825	634	1225	503	983
Slc22a2_2	Slc22a2	1388	1356	2087	1474	1752
Arl14epl_3	Arl14epl	1221.5	943	698	891	663
Txnl4a_1	Txnl4a	483	62	28	60	23
Gmpr2_5	Gmpr2	233	147	151	166	171
Sycn_5	Sycn	541	445	310	500	332
Fam151a_2	Fam151a	1369	1064	1174	1180	1137
Gpd1_2	Gpd1	962	842	884	807	794
Olfr1301_2	Olfr1301	1074.5	727	517	574	652
Neurod4_2	Neurod4	1820.5	1631	977	1520	915
Nynrin_3	Nynrin	577.5	390	272	377	339
Esp3_1	Esp3	1387.5	1108	1108	1253	1305
Fam120b_1	Fam120b	698.5	583	266	554	272
Cox15_1	Cox15	1288	323	313	422	334
Ttc29_5	Ttc29	676	479	264	617	263
LacZ_67	LacZ	1188	1261	1181	1432	1402
Nek8_2	Nek8	498.5	377	426	380	486
Zfp691_4	Zfp691	1044.5	708	442	876	590
Chn2_1	Chn2	555.5	327	286	433	266
Fbxw20_3	Fbxw20	420	439	484	387	754
Iyd_3	Iyd	1021	646	659	733	484
Defb40_4	Defb40	970	732	1185	794	1592
Nsmce4a_5	Nsmce4a	433.5	190	90	164	35
Elovl6_5	Elovl6	690.5	456	529	632	433
Ttc12_5	Ttc12	1335	1208	848	1126	875
Dgat2l6_5	Dgat2l6	594.5	330	614	625	544
Olfr419_3	Olfr419	1174.5	1185	1739	1621	1633
2010107G23Rik_5	2010107G23Rik	326	210	152	374	285
Papd5_4	Papd5	2001	1071	1312	1235	1729
H2-M1_1	H2-M1	847	624	1059	594	1033
Opn3_1	Opn3	725.5	650	728	625	644
Snx14_2	Snx14	584.5	437	544	492	589
Mettl15_1	Mettl15	203.5	195	100	149	94
Spon2_5	Spon2	484.5	347	173	389	182
Pom121_5	Pom121	882	410	75	347	103
Zfp174_4	Zfp174	945.5	886	747	682	571
Mfap5_4	Mfap5	1449.5	1139	1014	1276	1068
Fsip1_4	Fsip1	997	832	653	841	770
D930020B18Rik_3	D930020B18Rik	846.5	631	676	612	822
Slc7a5_2	Slc7a5	1201.5	1291	1362	1086	1556
Il17rb_2	Il17rb	392	241	282	258	316
Adgrg2_3	Adgrg2	693	567	758	530	895
Rasl11b_3	Rasl11b	404	266	262	338	340
Cers5_1	Cers5	562.5	469	820	548	738
Erc1_1	Erc1	758.5	720	261	524	245
Trmt10a_5	Trmt10a	727.5	372	435	353	351
Olfr655_3	Olfr655	571.5	518	874	507	948
Atp6v0c_3	Atp6v0c	246.5	16	35	17	24
Runx1_5	Runx1	692	764	582	796	709
Csnk1g1_3	Csnk1g1	865.5	598	293	515	558
Vsig8_2	Vsig8	637	439	681	569	818
Gm44_5	Gm44	295.5	208	135	128	138
Art4_3	Art4	730	401	272	525	336
A630095E13Rik_3	A630095E13Rik	1163	1123	1535	1397	1538
Slc4a5_5	Slc4a5	361.5	409	945	411	937
Kidins220_1	Kidins220	798	678	308	602	458
Zfp683_1	Zfp683	438.5	322	357	302	409
Il1f8_3	Il1f8	556.5	582	440	665	372
Eaf2_2	Eaf2	405.5	250	257	386	339
Rab33b_5	Rab33b	1656.5	1301	1723	1347	2033
Eif3c_5	Eif3c	369	30	93	20	51
Vps45_5	Vps45	259.5	145	135	299	289
Taf8_1	Taf8	704.5	320	151	262	143
Cyp4f18_3	Cyp4f18	361.5	330	119	275	160
Dip2b_5	Dip2b	856.5	683	677	663	917
Srp14_1	Srp14	930.5	189	36	200	41
Cinp_2	Cinp	1722.5	281	97	311	129
Vps4a_3	Vps4a	337	299	259	307	154
Arhgef25_5	Arhgef25	120.5	83	71	72	169
Cdc20b_1	Cdc20b	1171	837	733	887	636
Mzf1_5	Mzf1	547	415	594	740	457
Rbm31y_5	Rbm31y	770	725	1699	861	1625
Lrg1_4	Lrg1	533.5	589	584	736	856
Slc9a4_3	Slc9a4	562.5	562	789	626	654
Glra3_4	Glra3	537	457	323	456	216
Olfr1513_3	Olfr1513	731.5	761	858	530	735
Kcne4_1	Kcne4	878.5	651	870	1013	1259
Map4k2_3	Map4k2	536	470	217	619	292
Ptpn11_3	Ptpn11	904.5	292	152	314	221
Bcat2_3	Bcat2	270.5	224	86	282	157
Slc13a5_3	Slc13a5	730	701	611	645	579
Cblc_1	Cblc	304	278	267	239	137
